1,1,120.04,333.56,134.98000000000002,59.879999999999995,1,1,1.0
1,2,732.43,267.43,73.38,38.139999999999986,1,1,1.0
1,3,209.73,244.78,93.29999999999998,46.29999999999998,1,1,1.0
2,1,108.08,337.19,124.38000000000001,59.879999999999995,1,1,1.0
2,2,715.41,270.59,72.76999999999998,38.710000000000036,1,1,1.0
2,3,209.73,244.78,93.27000000000001,46.29999999999998,1,1,1.0
3,1,96.13,340.81,113.77000000000001,59.879999999999995,1,1,1.0
3,2,698.39,273.75,72.14999999999998,39.27999999999997,1,1,1.0
3,3,209.73,244.78,93.24000000000004,46.29999999999998,1,1,1.0
4,1,84.17,344.43,103.16000000000001,59.879999999999995,1,1,1.0
4,2,681.36,276.91,71.54999999999995,39.849999999999966,1,1,1.0
4,3,209.73,244.78,93.21000000000001,46.29999999999998,1,1,1.0
5,1,72.21,348.06,92.56000000000002,59.879999999999995,1,1,1.0
5,2,664.34,280.07,70.93999999999994,40.420000000000016,1,1,1.0
5,3,209.73,244.78,93.16999999999999,46.29999999999998,1,1,1.0
6,1,60.25,351.68,81.96000000000001,59.879999999999995,1,1,1.0
6,2,647.32,283.23,70.31999999999994,40.97999999999996,1,1,1.0
6,3,209.73,244.78,93.14000000000001,46.29999999999998,1,1,1.0
7,1,48.29,355.3,71.36000000000001,59.879999999999995,1,1,1.0
7,2,630.3,286.39,69.71000000000004,41.55000000000001,1,1,1.0
7,3,209.73,244.78,93.10999999999999,46.29999999999998,1,1,1.0
8,1,36.34,358.93,60.75,59.879999999999995,1,1,1.0
8,2,613.27,289.55,69.11000000000001,42.120000000000005,1,1,1.0
8,3,209.73,244.78,93.08000000000001,46.29999999999998,1,1,1.0
9,1,24.38,362.55,50.14,59.879999999999995,1,1,1.0
9,2,596.25,292.71,68.5,42.69,1,1,1.0
9,3,209.73,244.78,93.03999999999999,46.29999999999998,1,1,1.0
10,1,12.42,366.18,39.54,59.879999999999995,1,1,1.0
10,2,579.23,295.87,67.88,43.25999999999999,1,1,1.0
10,3,209.73,244.78,93.01000000000002,46.29999999999998,1,1,1.0
11,1,0.46,369.8,28.939999999999998,59.879999999999995,1,1,1.0
11,2,562.21,299.03,67.26999999999998,43.83000000000004,1,1,1.0
11,3,209.73,244.78,92.97999999999999,46.29999999999998,1,1,1.0
12,2,545.18,302.19,66.67000000000007,44.39999999999998,1,1,1.0
12,3,209.73,244.78,92.95000000000002,46.29999999999998,1,1,1.0
13,2,528.16,305.35,66.06000000000006,44.96999999999997,1,1,1.0
13,3,209.73,244.78,92.91,46.29999999999998,1,1,1.0
14,2,511.14,308.51,65.44000000000005,45.54000000000002,1,1,1.0
14,3,209.73,244.78,92.88000000000002,46.29999999999998,1,1,1.0
15,2,494.12,311.67,64.83000000000004,46.10999999999996,1,1,1.0
15,3,209.73,244.78,92.85,46.29999999999998,1,1,1.0
16,2,477.09,314.83,64.23000000000008,46.670000000000016,1,1,1.0
16,3,209.73,244.78,92.82000000000002,46.29999999999998,1,1,1.0
17,2,460.07,317.99,63.60999999999996,47.24000000000001,1,1,1.0
17,3,209.73,244.78,92.78,46.29999999999998,1,1,1.0
18,2,443.05,321.15,63.0,47.81,1,1,1.0
18,3,209.73,244.78,92.75000000000003,46.29999999999998,1,1,1.0
19,2,426.03,324.31,62.39000000000004,48.379999999999995,1,1,1.0
